biblionumber;document_type;title;subtitle;authors;isbn;ean;date;publisher;pages;abstract;cover_url;holdings;opac_suppressed;list_no;list;list_sort
50653;LIVRE;"L'indexation à l'ère d'Internet";"actes du congrès d'ISKO-France, Lyon, 21-22 octobre 1999";"[organisé par l']École nationale supérieure des sciences de l'information et des bibliothèques et l'Université Jean-Moulin Lyon-3";2-910227-39-1;;2001;"ISKO France";"1 vol. (240 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.4 MET""}]";0;11;"fonds pro";title
34835;LIVRE;"La nouvelle bibliothèque";"contribution pour la bibliothèque de demain";"par Claude Poissenot,...";978-2-35295-766-9;;2009;Territorial;"1 vol. (86 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027.4 POI""}]";0;11;"fonds pro";title
34593;LIVRE;"Usages, usagers et compétences informationnelles au 21e siècle";;"sous la direction de Jérôme Dinet";978-2-7462-2193-2;9782746221932;2008;"Hermes science publications | Lavoisier";"1 vol. (313 p.)";"Le Traité des Sciences et Techniques de l'Information répond au besoin de constituer un fonds commun de connaissances dans les domaines où les technologies ont transformé la production, l'organisation et la diffusion de l'information. Agrégeant les disciplines traditionnelles comme la documentation et la bibliothéconomie, les sciences de l'information occupent un champ particulier où se rencontrent l'informatique et les sciences humaines et sociales. Elles permettent ainsi de croiser les approches technicistes avec celles de l'étude des processus d'information. Les ouvrages du Traité des Sciences et Techniques de l'Information analysent les différents aspects d'une discipline étendue et diverse : les contenus et leur gestion, l'information dans la société, la communication personne-système, les communications instrumentées entre individus ou entre groupes sociaux, la représentation, l'instrumentalisation et l'exploitation des connaissances. Ils abordent les technologies de base, les institutions, les grandes options méthodologiques et les savoir-faire. Chaque volume étudie aussi bien les aspects fondamentaux qu'expérimentaux. Une classification des différents chapitres contenus dans chacun, une bibliographie et un index détaillé orientent le lecteur vers ses points d'intérêt immédiats : celui-ci dispose ainsi d'un guide pour ses réflexions ou pour ses choix.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 USA""},{""library"": ""LASH"", ""location"": ""MAG2"", ""callnumber"": ""ML 40366""}]";0;11;"fonds pro";title
32007;LIVRE;L'Iconothèque;"documentation audiovisuelle et banques d'images";"[texte de] Henri Hudrisier";2-11-000998-5;9782110009982;1983;"La documentation française";"1 volume (269 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.2 HUD""}]";0;11;"fonds pro";title
22161;LIVRE;"Lire, écrire ou Comment je suis devenu collectionneur de bibliothèques";;"Jacques Roubaud";978-2-910227-95-1;9782910227951;2012;"Presses de l'Enssib";"1 vol. (47 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""028.7 ROU""}]";0;11;"fonds pro";title
22438;LIVRE;"L'éducation à la culture informationnelle";colloque;"[sous la direction de Françoise Chapron et Éric Delamotte";978-2-910227-75-3;9782910227753;2010;"Presses de l'enssib";"1 volume (306 pages)";"L'éducation à la culture informationnelle (Lille, octobre 2008 - sous le patronage de l'Unesco) présente les regards de chercheurs, de praticiens ou de représentants d'institutions sur cette notion et ouvre de larges perspectives interdisciplinaires. Le nouveau concept de ""culture informationnelle"" est proposé par la communauté internationale pour mieux appréhender la complexification actuelle des relations entre l'enseignement, l'éducation et l'information, liée au développement exponentiel des technologies numériques. Quel rapport entretient l'éducation à l'information (information literacy) avec l'éducation aux médias (media literacy) et l'éducation numérique (digital literacy) ? Le périmètre de la ""culture informationnelle"" s'étend maintenant clairement au-delà du monde de la documentation et des bibliothèques. La notion même doit être précisée, revue, alors que les pratiques continuent d'évoluer. Une place importante est consacrée dans l'ouvrage à l'analyse comparée des approches théoriques et de plusieurs expériences menées dans différents pays.";;"[{""library"": ""BIUTF"", ""location"": ""MAG"", ""callnumber"": ""020 EDU""},{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""020.7 CHA""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""028.7 EDU""}]";0;11;"fonds pro";title
23976;LIVRE;"Mutualiser les pratiques documentaires";"bibliothèques en réseau";"sous la direction de Jérôme Pouchol";979-10-91281-79-9;9791091281799;2016;"Presses de l'enssib";"1 volume (194 pages)";"Aujourd'hui, les acteurs des bibliothèques et de la documentation sont incités à repenser l'organisation de leurs activités dans un cadre et un esprit plus transversaux et mutualistes. L'essor du Web collaboratif, le développement de l'open source communautaire accompagnent ce mouvement territorial, générateur d'intelligence collective ainsi que de valeur ajoutée dans le service rendu à la population, dans les bibliothèques de la lecture publique comme de l'enseignement supérieur et de la recherche. En matière de pratiques documentaires, cet impératif de mise en commun, parfois facteur de tensions dans la restructuration nécessaire des établissements, offre aussi aux professionnels une opportunité pour renouveler leur environnement et leurs méthodes de travail. Mutualiser quoi, comment et avec qui ? Comment communiquer sur les enjeux d'un projet mutualiste ? Comment organiser le travail, accompagner les équipes, élaborer un dispositif de mutualisation ? Trois axes principaux sont ainsi appréhendés, dans des réalités d'organisation et niveaux d'élaboration très divers : mutualiser en réseau d'établissements ; mutualiser en partage de contenus ; mutualiser en communauté d'acteurs. Eclairé par des retours d'expériences de spécialistes, ce manuel fournit un ensemble raisonné d'informations pour comprendre, développer et réussir un processus de mutualisation documentaire. Praticien expert de la politique documentaire, formateur et membre du groupe Poldoc, Jérôme Pouchol est actuellement directeur de la politique documentaire du réseau des médiathèques Ouest Provence.";;"[{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""025.2 POU""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""021.6 MUT""}]";0;11;"fonds pro";title
25708;LIVRE;"Le design des bibliothèques publiques";"50 fiches thématiques pour rendre votre bibliothèque plus inspirante";"Nicolas Beudon";979-10-92272-40-6;9791092272406;2021;"KLOG éditions";"1 volume (201 pages)";"""Le terme « merchandising » désigne l'ensemble des techniques d'aménagement et de présentation utilisées dans les lieux commerciaux pour favoriser la rencontre entre un client et un produit. Si les bibliothèques n'ont rien à vendre, elles doivent, elles aussi, créer des rencontres avec les lecteurs et permettre des découvertes. Pour les bibliothécaires, les techniques de merchandising constituent une vaste réserve, encore largement inexplorée, de stratégies, de méthodes et de bonnes pratiques permettant de rendre leurs espaces plus inspirants. À travers 50 fiches thématiques, Nicolas Beudon passe en revue de nombreuses questions qui appartiennent au quotidien des bibliothécaires, mais qui sont souvent résolues de façon purement intuitive comme : • Comment concevoir et mettre en place des tables de présentation ? ; • Comment rendre l'aménagement intérieur d'une bibliothèque plus stimulant ? ; • Comment classer les collections de la façon la plus pratique pour les usagers ? Le Merchandising en bibliothèque est le premier volume d'une trilogie consacrée au design des bibliothèques publiques.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.5 BEU""},{""library"": ""BIUTF"", ""location"": ""BUR"", ""callnumber"": ""025.5 BEU""}]";0;11;"fonds pro";title
26191;LIVRE;"Indicateurs de performance des bibliothèques";"information et documentation | Norme française | ISO 11620";AFNOR;;;1998;AFNOR;"1 volume (60 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.1 ASS""}]";0;11;"fonds pro";title
26276;LIVRE;"La reliure et le renforcement des ouvrages dans les bibliothèques";"étude 1996";"Ministère de la culture et de la communication, Direction du livre et de la lecture";2-907005-05-7;9782907005050;1997;"Direction du livre et de la lecture";"1 vol. (94 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.7 REL""}]";0;11;"fonds pro";title
26548;LIVRE;"L'aventure des écritures";"[exposition, Bibliothèque nationale de France, site François-Mitterrand, 19 octobre 1999 au 6 février 2000]";"[catalogue] sous la direction d'Anne Zali";2-7177-2072-3;9782717720723;1999;"Bibliothèque nationale de France";"1 volume (215 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.509 AVE""}]";0;11;"fonds pro";title
27136;LIVRE;"Gestion et diffusion d'un fonds d'image";;"Cécile Kattnig,...";2-09-191150-X;9782091911502;2002;"ADBS | Nathan";"1 vol. (127 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.2 KAT""}]";0;11;"fonds pro";title
29146;LIVRE;"Le document à la lumière du numérique";;"Roger T. Pédauque,...";2-915825-04-1;9782915825046;2006;"C&F éditions";"1 volume (218 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 PED""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""001 PED""}]";0;11;"fonds pro";title
29514;LIVRE;"Bibliothèques universitaires";"le temps des mutations";"par Jean-Philippe Lachenaud,...";2-11-100612-2;9782111006126;1998;[Sénat];"1 volume (150 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027.7 LAC""}]";0;11;"fonds pro";title
29577;LIVRE;"Gutenberg 2.0";"le futur du livre | six siècles après Gutenberg une nouvelle révolution va changer votre façon de lire...";"Lorenzo Soccavo";2-916260-06-4;9782916260068;2007;"M21 Éditions";"1 volume (167 pages-[8] pages de planches)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.5 SOC""},{""library"": ""GEORGEV"", ""location"": ""SL"", ""callnumber"": ""002 SOC""}]";0;11;"fonds pro";title
30344;LIVRE;"Informer et rechercher";"le bibliothécaire au service du lecteur | manuel";"Association des bibliothécaires de France";978-2-900177-33-4;9782900177334;2010;"ABF, Association des Bibliothécaires de France | diff. ABIS";"1 vol. (160 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.524 ASS""}]";0;11;"fonds pro";title
31087;LIVRE;"Le livre français sous l'Ancien régime";;"Henri-Jean Martin";2-903181-57-8;9782903181574;1987;"Promodis | Éditions du Cercle de la Librairie";"1 volume (302 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.509 MAR""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""070.54 MAR""}]";0;11;"fonds pro";title
51054;LIVRE;"L'édition électronique";"de l'imprimé au numérique | évolutions et stratégies";"Lise Vieira";2-86781-342-5;9782867813429;2004;"Presses universitaires de Bordeaux";"1 vol. (188 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.579 VIE""},{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""070.5 VIE""}]";0;11;"fonds pro";title
143942;LIVRE;"Concevoir et construire une bibliothèque";"du projet à la réalisation";"Ministère de la culture et de la communication, Direction générale des médias et des industries culturelles, Service du livre et de la lecture";978-2-281-11501-7;9782281115017;2011;"Éd. du Moniteur";"1 vol. (339 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""022 CON""}]";0;11;"fonds pro";title
158682;LIVRE;"Le voyage-lecture";"bibliothèques et écoles associées ou comment vivre avec douze livres une histoire commune de lecture";"Véronique-Marie Lombard";2-7654-0865-3;9782765408659;2003;"Éditions du Cercle de la librairie";"1 volume (93 pages)";;;"[{""library"": ""DRAGUIGNAN"", ""location"": ""PEDAGOGIE"", ""callnumber"": ""028.5 LOM""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""021 LOM""},{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""027.8 LOM""}]";0;11;"fonds pro";title
159073;LIVRE;"La numérisation des textes et des images";"techniques et réalisations | actes des journées d'études organisées à la Maison de la recherche [Université Charles-de-Gaulle] les 16 et 17 janvier 2003";"coordination, Conseil scientifique de l'Université Charles de Gaulle-Lille 3";"2-84467-050-4 | 2-8446-7050-4";9782844670502;2003;"Ed. du Conseil scientifique de l'Université Charles de Gaulle-Lille 3";"1 volume (190 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 WES""}]";0;11;"fonds pro";title
159316;LIVRE;"La saga du papier";;"Pierre-Marc de Biasi et Karine Douplitzky";2-87660-350-0;9782876603509;2002;"Arte éd. | Adam Biro";"1 vol. (255 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.509 BIA""}]";0;11;"fonds pro";title
160823;LIVRE;"027.7 BU";"les mots des bibliothèques";"textes [de] Joseph Orban";2-915148-08-2;9782915148084;2006;"Ed. Noires Terres";"1 vol. (111 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027.7 ORB""}]";0;11;"fonds pro";title
